S0101_C01_001E,S0101_C01_021E,S0101_C01_023E,S0101_C01_007_8E,S0101_C01_009_11E,S0101_C01_012_14E,S0101_C01_030E,S0101_C03_001E,S0101_C05_001E,FIPS,STATEFP,COUNTYFP,TRACTCE
1.0,0.060146699266503664,0.06919315403422983,0.0980440097799511,0.18092909535452323,0.23691931540342298,0.15941320293398534,0.5127139364303178,0.4872860635696821,48027023404,48,027,023404
1.0,0.042624521072796934,0.13457854406130268,0.19588122605363983,0.18726053639846743,0.14080459770114942,0.05411877394636015,0.5220306513409961,0.4779693486590038,48027023500,48,027,023500
1.0,0.0,0.6625,0.1,0.2375,0.0,0.0,0.85,0.15,48027980001,48,027,980001
1.0,0.0,0.07341772151898734,0.2607594936708861,0.20854430379746836,0.2537974683544304,0.1651898734177215,0.6560126582278482,0.3439873417721519,48029110100,48,029,110100
1.0,0.020154517971111858,0.04568357406785355,0.24756466241182398,0.1944910984212294,0.17702384951293249,0.07524353375881761,0.5035270406449446,0.4964729593550554,48029110300,48,029,110300
1.0,0.059034702832070206,0.06940566414040686,0.1563621858795373,0.14399680893498204,0.1176705225368967,0.10690067810131632,0.44315915436777026,0.5568408456322298,48029110500,48,029,110500
1.0,0.014358586812771586,0.10750047232193463,0.25297562818817304,0.24806348006801435,0.14585301341394294,0.14301908180615908,0.7319100699036464,0.2680899300963537,48029110600,48,029,110600
1.0,0.037574722459436376,0.07771135781383433,0.08198121263877028,0.21776259607173357,0.13663535439795046,0.26473099914602904,0.5721605465414176,0.42783945345858243,48029110700,48,029,110700
1.0,0.016798418972332016,0.08843873517786562,0.1941699604743083,0.191699604743083,0.15266798418972333,0.22924901185770752,0.5513833992094862,0.44861660079051385,48029110800,48,029,110800
1.0,0.005991611743559017,0.09826243259436789,0.4116237267825045,0.21390053924505692,0.14739364889155182,0.08208508088675853,0.6375074895146795,0.36249251048532055,48029110900,48,029,110900
